table,column
phone_items,_id
phone_items,name
phone_items,color
phone_items,image_url
phone_items,memory
phone_items,chip
phone_items,ram
phone_items,sim
phone_items,pin
phone_items,front_camera
phone_items,behind_camera
phone_items,screen
phone_items,operating_system
phone_items,price
